57127							
tu22_071_05							
20278	64916	2	401600000	5.74	-53.956	7.833	-45.009
20294	8830	-2	401600000	5.867	-53.221	2.426	-68.335
20297	74579	-2	401600000	6.806	-53.268	11.698	-30.971
20299	26894	-1	401600000	7.136	-53.236	0.281	-23.008
20301	17296	-1	401600000	7.588	-53.128	2.614	-31.332
20302	20273	1	401600000	7.834	-53.112	2.26	-29.333
20302	22797	-2	401600000	7.834	-53.113	12.635	-74.95
20302	40868	-1	401600000	7.903	-53.069	0.477	-21.368
20303	22406	-2	401600000	7.923	-53.443	11.821	-69.924
20304	45455	-1	401600000	8.153	-53.386	8.946	-56.808
20307	54316	-2	401600000	8.419	-53.906	14.547	-81.394
20309	30371	-2	401600000	8.173	-53.218	6.929	-48.416
20311	3209	-1	401600000	8.771	-53.74	14.896	-26.224
20312	22832	-2	401600000	9.027	-53.561	13.595	-73.895
20314	61591	2	401600000	9.923	-52.579	11.283	-46.53
20314	63871	-2	401600000	9.921	-52.462	12.712	-40.404
20315	49030	-2	401600000	10.291	-52.158	8.002	-41.927
20316	20246	1	401600000	10.62	-51.912	11.342	-55.12
20316	53923	-2	401600000	10.789	-51.796	16.898	-79.376
20317	19773	-1	401600000	10.998	-51.452	10.77	-50.431
20317	76129	-2	401600000	11.387	-51.202	12.131	-47.811
20320	32387	-1	401600000	12.023	-50.343	8.501	-33.837
20320	85134	1	401600000	12.309	-50.349	15.11	-38.123
20323	62340	-1	401600000	13.143	-49.938	12.007	-54.957
20324	9475	-2	401600000	13.275	-49.762	6.402	-80.927
20327	19401	1	401600000	14.347	-49.415	14.603	-50.557
20328	4084	-2	401600000	14.669	-49.225	17.112	-38.098
20329	64533	-2	401600000	15.109	-48.75	9.039	-76.148
20330	64933	-2	401600000	15.342	-48.577	14.188	-53.666
20331	17049	-1	401600000	15.568	-48.492	11.729	-31.403
20332	41446	-2	401600000	16.046	-48.212	10.893	-27.426
20332	56770	-2	401600000	16.051	-48.211	23.445	-14.026
20333	40814	1	401600000	16.32	-47.95	10.232	-21.855
20333	77295	0	401600000	16.428	-47.806	13.043	-63.602
20334	15030	-2	401600000	16.521	-47.679	9.582	-16.781
20334	61577	-1	401600000	16.735	-47.447	15.335	-53.77
20337	20102	-1	401600000	17.861	-46.729	13.663	-28.109
20337	60150	-1	401600000	18.063	-46.646	24.507	-17.542
20338	58980	-1	401600000	18.466	-46.634	20.752	-35.945
20338	76151	-2	401600000	18.486	-46.348	16.152	-56.8
20339	46025	-2	401600000	18.738	-46.148	13.033	-19.942
20339	67419	-2	401600000	18.802	-46.028	25.025	-16.995
20341	16765	1	401600000	19.406	-45.928	16.245	-31.87
20341	16782	-9	401600000	19.691	-45.174	16.786	-32.169
20342	76673	-2	401600000	20.144	-45.76	16.934	-60.737
20343	46266	-2	401600000	20.49	-45.638	15.317	-23.157
20348	45539	-2	401600000	22.76	-44.753	16.666	-16.397
20348	58622	-2	401600000	22.784	-44.663	30.581	-8.466
20350	48876	-1	401600000	23.451	-44.388	23.033	-42.381
20350	71527	-2	401600000	23.523	-44.255	28.412	-20.834
20352	56580	-2	401600000	24.197	-43.908	28.896	-21.478
20353	61351	-2	401600000	24.707	-43.64	27.542	-30.671
20361	73730	-9	401600000	27.279	-43.542	27.525	-42.34
20363	62067	-2	401600000	28.231	-41.865	22.573	-68.479
20368	29653	-1	401600000	29.525	-40.485	24.842	-17.671
20368	58960	-9	401600000	31.458	-36.363	28.487	-51.021
20368	75696	-1	401600000	29.642	-40.409	25.067	-62.743
20374	61727	-1	401600000	31.43	-39.348	25.402	-67.03
20375	31602	-1	401600000	31.574	-39.188	30.577	-34.252
20375	68301	-9	401600000	31.699	-40.541	32.947	-33.986
20377	22200	-9	401600000	31.994	-37.168	34.037	-47.105
20381	75283	-1	401600000	33.525	-37.861	28.436	-63.229
20382	18572	1	401600000	33.706	-37.554	29.596	-18.212
20382	74001	-2	401600000	34.054	-37.217	30.899	-52.814
20384	77055	-2	401600000	34.875	-36.334	26.25	-79.234
20384	84445	-1	401600000	34.888	-36.324	32.242	-48.553
20384	84559	-2	401600000	34.885	-36.31	40.169	-9.626
20391	68707	-2	401600000	34.056	-33.831	32.138	-43.416
20392	23638	1	401600000	34.117	-33.674	39.964	-61.61
20392	26979	-2	401600000	34.118	-33.647	33.282	-29.168
20393	42471	-2	401600000	34.046	-33.321	34.898	-37.344
20395	46596	0	401600000	33.436	-33.267	33.357	-32.886
20396	61942	-2	401600000	33.247	-33.392	30.598	-45.453
20397	20271	-2	401600000	33.133	-33.317	33.437	-34.746
20400	65060	-2	401600000	32.172	-32.536	23.916	-71.155
20401	16353	0	401600000	32.183	-32.473	32.834	-35.647
20407	59717	-1	401600000	30.86	-32.391	25.446	-57.238
20408	42895	-1	401600000	30.737	-32.219	33.082	-43.032
20410	57718	2	401600000	30.262	-32	27.92	-43.008
20411	74699	-2	401600000	29.995	-31.877	23.755	-62.04
20414	29817	0	401600000	29.636	-31.723	29.46	-30.885
20417	82745	-2	401600000	28.803	-31.596	27.716	-36.584
20418	41249	-1	401600000	28.77	-31.586	28.544	-30.546
20418	58541	-2	401600000	28.698	-31.514	31.627	-17.874
20419	49976	-2	401600000	28.588	-31.393	34.616	-61.013
20420	48338	-1	401600000	28.364	-31.323	32.424	-50.412
20426	41282	-1	401600000	26.832	-30.86	26.769	-30.571
20427	18377	-2	401600000	26.647	-30.682	32.623	-57.683
20428	58893	-1	401600000	26.294	-30.417	21.738	-51.065
20458	44313	-1	401600000	17.47	-28.335	16.584	-24.327
