57121
tu21_121_05
20516	11720	-2	401648897.6	0.443	9.384	-6.932	42.502
20516	50346	0	401648842.7	0.382	9.309	4.286	26.003
20517	296	-9	401648897.6	0.004	8.920	-7.947	42.177
20517	15674	-2	401648897.6	-0.012	9.097	-5.562	33.994
20517	52219	-2	401648897.6	-0.163	7.920	-8.096	-26.385
20517	55724	-2	401648897.6	-0.165	8.051	-6.027	-15.943
20517	70882	0	401648828.5	-0.263	8.479	6.045	35.365
20518	5766	-2	401648897.6	-0.909	6.180	0.375	1.628
20518	40078	-2	401648897.6	-0.260	7.959	7.856	-28.690
20518	73594	-1	401648885.4	-0.683	8.304	8.682	49.424
20518	79131	-2	401648897.6	1.042	9.526	-1.676	0.100
20519	4682	1	401648809.7	-0.611	8.007	-0.009	5.380
20520	13684	-2	401648897.6	-0.759	7.334	6.835	-25.596
20520	62323	-2	401648897.6	0.878	9.192	-1.427	2.195
20521	12678	0	401648815.6	-1.112	7.267	5.305	-19.876
20521	29723	-1	401648836.0	-1.083	7.284	-11.440	53.084
20521	67240	-1	401648879.4	-1.229	7.108	-10.107	-32.529
20522	33212	-1	401648818.8	-1.039	7.088	2.547	-8.311
20522	51591	-2	401648879.4	-0.788	5.956	2.156	15.256
20524	23372	-2	401648879.4	-1.158	6.778	6.670	-28.375
20524	76941	0	401648866.5	-1.304	6.365	2.002	21.207
20525	7409	-1	401648815.2	-1.344	6.419	2.977	-12.423
20526	15356	-2	401648879.4	-1.353	6.072	8.845	-38.969
20526	15396	0	401648827.3	-1.479	6.004	9.084	-39.028
20526	48917	-1	401648985.7	-1.810	5.504	5.804	37.832
20526	66040	-2	401648827.3	-1.620	5.725	-7.754	-22.062
20527	19311	-1	401648849.2	-1.681	5.693	3.420	-16.652
20527	52084	0	401648804.8	-1.726	5.518	-8.128	-22.309
20528	18169	-2	401648827.3	-2.115	5.375	-5.142	17.126
20528	74549	-1	401649001.7	-2.079	5.025	-0.542	11.613
20529	4443	-2	401649001.7	-2.160	4.495	-3.456	8.873
20529	22386	-2	401649001.7	-2.154	4.636	2.923	-18.341
20529	44569	0	401649067.4	-2.219	4.802	5.106	36.739
20529	61985	1	401648993.2	-2.226	4.586	-0.278	13.301
20529	76354	2	401648996.0	-2.303	4.495	3.597	30.564
20532	33005	0	401648966.1	-2.924	3.319	-9.740	33.230
20532	57329	-1	401648818.0	-2.825	4.674	-9.332	-23.307
20533	37301	-2	401648996.0	-3.176	3.296	-1.494	-4.219
20533	76510	-2	401648996.0	-3.544	4.672	1.889	27.425
20534	7844	1	401649206.5	-3.389	3.076	0.702	-14.739
20534	60719	-1	401649234.9	-3.627	2.990	1.122	24.233
20535	7439	-1	401649205.5	-3.776	2.568	-1.123	-9.310
20535	65598	-1	401649183.0	-3.861	2.826	-7.055	-12.012
20536	33359	1	401649164.0	-4.193	2.539	-10.268	29.122
20537	33709	-2	401649164.0	-4.317	2.012	-1.974	-7.491
20537	37738	0	401649190.6	-4.623	2.399	-2.267	-8.050
20537	51742	-2	401649164.0	-4.707	2.315	-9.219	-17.695
20537	53855	-2	401649164.0	-4.349	2.706	-3.268	6.610
20537	73896	-2	401649164.0	-4.678	2.391	0.468	22.513
20538	5110	-9	401649164.0	-4.874	2.265	-5.774	5.618
20538	21497	-1	401649269.0	-4.953	2.412	-1.906	-11.259
20538	36229	-2	401649164.0	-4.933	1.183	-5.723	4.250
20538	72683	-2	401649164.0	-5.187	2.176	1.272	30.071
20538	79045	-2	401649164.0	-5.162	2.046	-10.024	-18.557
20539	10911	-2	401649164.0	-5.252	2.148	3.961	-39.011
20539	40823	-2	401649164.0	-5.319	2.094	2.943	-33.245
20539	59709	-2	401649164.0	-5.285	1.905	1.924	34.672
20539	78333	-2	401649164.0	-5.419	1.999	-8.981	-12.194
20540	31493	0	401649248.3	-5.419	2.124	-7.361	10.467
20540	33837	-2	401649164.0	-5.439	2.051	-10.530	24.988
20541	5131	-2	401649248.3	-5.376	2.100	-15.480	46.988
20541	31027	-2	401649248.3	-5.874	2.330	-9.166	16.081
20541	76202	-9	401649248.3	-3.462	4.934	-5.594	-2.188
20542	2894	0	401649152.8	-5.627	1.683	-10.888	24.833
20542	30333	-2	401649152.8	-5.725	1.553	-10.977	22.712
20542	76134	-2	401649152.8	-5.698	1.490	1.784	34.367
20544	54917	-9	401649152.8	-5.534	2.885	-6.676	-1.760
20548	50901	-2	401649152.8	-6.222	-1.298	-7.801	-8.142
20548	58153	-2	401649152.8	-5.458	0.915	-11.722	-25.944
20548	77457	-2	401649152.8	-6.131	3.084	-8.419	-4.838
20548	80249	-9	401649152.8	-6.168	-0.735	-4.638	5.935
20548	86105	-1	401649311.3	-6.013	0.112	-15.586	-42.886
20549	33577	-9	401649152.8	-5.812	-0.345	-12.531	29.397
20549	62425	-2	401649152.8	-5.913	1.143	-7.750	-6.489
20550	61869	-1	401649303.1	-5.776	0.327	-1.934	17.506
20552	9374	1	401649178.1	-5.826	0.227	-8.990	13.840
20554	23170	-2	401649152.8	-5.614	0.803	-0.354	-20.613
20554	62190	1	401649275.2	-5.695	0.072	-2.317	15.196
20554	77526	-9	401649339.2	-5.649	-0.632	-0.237	23.501
20555	82726	-2	401649275.2	-5.363	-1.012	-8.410	-13.284
20557	18483	-2	401649275.2	-5.677	-0.217	-9.100	15.198
20560	81675	-9	401649275.2	-5.662	-0.942	-6.784	-5.930
20562	60104	-2	401649275.2	-5.652	-0.392	-15.112	-41.861
20563	2108	-1	401649179.0	-5.630	-0.128	-13.064	32.592
20565	64480	-9	401649179.0	-5.474	-1.675	-5.592	-2.214
20565	80348	-2	401649179.0	-5.299	-0.016	-5.056	0.779
20569	4301	0	401649203.2	-5.500	-1.026	-9.012	14.404
20569	9877	-2	401649179.0	-5.507	-0.996	-9.070	13.826
20570	63229	0	401649255.5	-5.352	-1.336	-3.659	6.212
20573	1922	0	401649205.0	-4.903	-1.697	-13.242	34.963
20573	36130	-2	401649179.0	-4.839	-1.867	-0.532	-20.499
20574	24270	-2	401649179.0	-4.727	-2.122	1.284	-29.416
20578	18615	1	401649225.1	-4.205	-2.976	-8.678	17.169
20579	4579	-1	401649204.4	-4.120	-3.173	-8.954	17.824
20580	84023	-2	401649225.1	-3.684	-3.800	-8.157	-23.951
20581	65540	-9	401649225.1	-3.697	-4.445	-5.089	-10.172
20585	10704	1	401649212.8	-2.749	-5.606	-7.123	12.993
20588	54241	-2	401649225.1	-2.701	-7.197	1.829	12.378
20590	81985	-2	401649225.1	-1.763	-5.210	-2.793	-8.791
20593	21466	-1	401649184.5	-1.962	-8.743	-4.357	2.105
20594	77562	-2	401649225.1	-1.797	-8.733	0.855	2.601
20595	9506	-2	401649225.1	-1.698	-8.687	-9.319	24.448
20596	54594	-1	401649269.1	-1.620	-8.969	2.864	10.101
20597	50855	-2	401649225.1	-1.254	-9.760	0.634	-3.852
20605	40348	0	401649219.1	-1.425	-8.913	0.030	-15.436
20606	20768	-2	401649225.1	-1.447	-8.779	-4.754	6.115
20606	38876	-1	401649219.2	-1.475	-8.740	-2.401	-4.650
20624	37871	-2	401649219.2	-1.019	-7.738	-2.993	1.048
