66266							
tu26_E_05							
20620	27518	0	401600000	9.049	-81.67	11.451	-92.178
20621	14877	2	401600000	9.293	-81.685	6.346	-94.889
20622	72405	-2	401600000	9.31	-82.206	2.687	-111.572
20623	78396	-9	401600000	9.423	-81.763	1.798	-115.006
20624	5353	-2	401600000	9.472	-82.188	17.876	-44.682
20625	9175	-2	401600000	9.731	-82.262	16.921	-50.026
20625	10705	-2	401600000	9.76	-82.292	8.707	-86.84
20625	30416	-2	401600000	9.826	-82.318	17.074	-115.035
20625	81241	-2	401600000	9.939	-82.253	12.76	-69.514
20626	29857	-1	401600000	10.035	-82.261	16.34	-110.178
20627	15108	-2	401600000	10.144	-82.15	0.913	-122.95
20627	51617	-2	401600000	10.22	-81.856	0.252	-37.656
20628	22851	-2	401600000	10.373	-82.125	3.475	-52.265
20628	37455	-2	401600000	10.388	-82.13	4.766	-56.606
20628	37495	-2	401600000	10.785	-80.571	10.035	-78.494
20628	56539	-2	401600000	10.477	-82.034	8.99	-75.346
20629	22136	-1	401600000	10.651	-81.882	2.656	-46.936
20629	41823	0	401600000	10.757	-81.989	13.251	-93.227
20629	81408	-9	401600000	10.679	-82.082	13.075	-72.321
20630	8627	-1	401600000	11.15	-82.152	19.63	-44.003
20630	14711	-9	401600000	11.036	-82.73	8.733	-92.1
20630	79636	-2	401600000	11.179	-82.282	1.549	-124.648
20631	12127	-2	401600000	11.29	-82.51	7.687	-98.09
20631	67112	-2	401600000	11.148	-81.977	13.891	-68.678
20632	18110	-2	401600000	11.827	-83.409	3.42	-118.257
20632	50680	-2	401600000	12.139	-82.777	5.748	-53.575
20634	77180	1	401600000	12.326	-83.24	7.947	-101.844
20635	7687	-2	401600000	12.155	-83.194	22.111	-36.302
20635	79454	-2	401600000	12.929	-82.719	19.641	-53.368
20636	12548	-9	401600000	13.754	-81.952	15.363	-75.787
20636	29306	-2	401600000	13.084	-83.173	7.315	-57.923
20636	29348	-2	401600000	12.148	-82.456	18.898	-106.659
20636	83692	1	401600000	13.23	-83.201	11.946	-89.007
20637	16951	-2	401600000	13.332	-83.198	7.216	-111.044
20637	34655	1	401600000	13.436	-83.195	17.378	-100.45
20637	69506	-1	401600000	13.682	-83.118	12.704	-87.687
20638	2030	-2	401600000	13.788	-83.155	4.492	-126.282
20638	54862	-2	401600000	14.052	-82.897	8.683	-58.997
20639	58911	0	401600000	14.499	-82.403	17.5	-96.43
20640	26354	-1	401600000	15.002	-82.33	3.912	-35.343
20640	27312	-2	401600000	14.966	-82.327	16.11	-87.466
20640	44103	2	401600000	15.059	-82.222	21.098	-109.779
20641	11210	0	401600000	15.459	-82.114	18.306	-68.82
20642	16287	0	401600000	16.143	-81.991	10.75	-105.964
