DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"78525",78525,Mk10,11/03/2010 17:43:04.4300012000000004,GPS,,-50.18025208,72.96099854,,,,,,,,,
"78525",78525,Mk10,11/03/2010 18:09:50.855001199999997,GPS,,-50.18637085,72.97655487,,,,,,,,,
"78525",78525,Mk10,11/03/2010 18:37:03.2000012999999998,GPS,,-50.19509125,72.98934174,,,,,,,,,
"78525",78525,Mk10,11/03/2010 19:05:06.2550013,GPS,,-50.20027161,73.00160980,,,,,,,,,
"78525",78525,Mk10,11/03/2010 19:33:39.970001400000001,GPS,,-50.21364975,73.02209473,,,,,,,,,
"78525",78525,Mk10,11/03/2010 20:00:40.445001499999996,GPS,,-50.22509766,73.03849030,,,,,,,,,
"78525",78525,Mk10,11/03/2010 20:27:23.990001500000002,GPS,,-50.23582840,73.05307007,,,,,,,,,
"78525",78525,Mk10,11/03/2010 20:53:45.495001600000002,GPS,,-50.24653625,73.06656647,,,,,,,,,
"78525",78525,Mk10,11/03/2010 21:21:06.0400016000000001,GPS,,-50.26139832,73.07463074,,,,,,,,,
"78525",78525,Mk10,11/03/2010 21:50:50.005001700000001,GPS,,-50.27735138,73.09014130,,,,,,,,,
"78525",78525,Mk10,11/03/2010 22:19:29.540001700000001,GPS,,-50.29228973,73.10530090,,,,,,,,,
"78525",78525,Mk10,11/03/2010 22:47:18.525001799999998,GPS,,-50.30251312,73.12111664,,,,,,,,,
"78525",78525,Mk10,11/03/2010 23:15:21.060001700000001,GPS,,-50.31246948,73.13848877,,,,,,,,,
"78525",78525,Mk10,11/04/2010 00:07:47.560001700000001,GPS,,-50.33759689,73.17068481,,,,,,,,,
"78525",78525,Mk10,11/04/2010 00:36:30.490001700000001,GPS,,-50.34870911,73.19097900,,,,,,,,,
"78525",78525,Mk10,11/04/2010 01:06:24.570001699999999,GPS,,-50.36247635,73.21276855,,,,,,,,,
"78525",78525,Mk10,11/04/2010 01:36:54.080001699999997,GPS,,-50.37572861,73.23548126,,,,,,,,,
"78525",78525,Mk10,11/04/2010 02:09:35.490001700000001,GPS,,-50.39114380,73.26084137,,,,,,,,,
"78525",78525,Mk10,11/04/2010 02:40:30.780001500000001,GPS,,-50.40408325,73.28373718,,,,,,,,,
"78525",78525,Mk10,11/04/2010 03:11:46.9500016,GPS,,-50.41993713,73.29450989,,,,,,,,,
"78525",78525,Mk10,11/04/2010 03:43:34.625001599999997,GPS,,-50.43343353,73.31511688,,,,,,,,,
"78525",78525,Mk10,11/04/2010 04:14:45.790001599999997,GPS,,-50.44512177,73.33096313,,,,,,,,,
"78525",78525,Mk10,11/04/2010 04:44:15.105001700000001,GPS,,-50.45488739,73.34290314,,,,,,,,,
"78525",78525,Mk10,11/04/2010 05:18:22.1900017,GPS,,-50.46773148,73.36121368,,,,,,,,,
"78525",78525,Mk10,11/04/2010 05:48:29.195001699999999,GPS,,-50.47997665,73.37741852,,,,,,,,,
"78525",78525,Mk10,11/04/2010 06:20:05.8100018000000002,GPS,,-50.49617386,73.38552094,,,,,,,,,
"78525",78525,Mk10,11/04/2010 06:51:04.1750018999999998,GPS,,-50.50654221,73.40389252,,,,,,,,,
"78525",78525,Mk10,11/04/2010 07:19:45.510001899999999,GPS,,-50.51555252,73.41011810,,,,,,,,,
"78525",78525,Mk10,11/04/2010 07:51:15.265002000000001,GPS,,-50.53223801,73.42084503,,,,,,,,,
"78525",78525,Mk10,11/04/2010 08:20:59.760002,GPS,,-50.54689789,73.42716217,,,,,,,,,
"78525",78525,Mk10,11/04/2010 08:51:12.2950021,GPS,,-50.56185532,73.43003082,,,,,,,,,
"78525",78525,Mk10,11/04/2010 09:19:07.7500020999999997,GPS,,-50.57809067,73.43113708,,,,,,,,,
"78525",78525,Mk10,11/04/2010 09:45:00.86500220000000005,GPS,,-50.59042740,73.43733978,,,,,,,,,
"78525",78525,Mk10,11/04/2010 10:12:47.750002299999998,GPS,,-50.60598373,73.43740082,,,,,,,,,
"78525",78525,Mk10,11/04/2010 10:39:59.275002399999998,GPS,,-50.62002563,73.43981171,,,,,,,,,
"78525",78525,Mk10,11/04/2010 11:08:44.280002400000001,GPS,,-50.63754654,73.44918060,,,,,,,,,
"78525",78525,Mk10,11/04/2010 11:38:46.270002400000003,GPS,,-50.65508652,73.45630646,,,,,,,,,
"78525",78525,Mk10,11/04/2010 12:05:58.785002400000003,GPS,,-50.66829300,73.46397400,,,,,,,,,
"78525",78525,Mk10,11/04/2010 12:35:37.300002399999997,GPS,,-50.68563461,73.47527313,,,,,,,,,
"78525",78525,Mk10,11/04/2010 13:03:18.780002400000001,GPS,,-50.70286942,73.48538971,,,,,,,,,
"78525",78525,Mk10,11/04/2010 13:30:08.8050022999999999,GPS,,-50.72147751,73.49939728,,,,,,,,,
"78525",78525,Mk10,11/04/2010 13:53:00.82000240000000002,GPS,,-50.73652267,73.51230621,,,,,,,,,
"78525",78525,Mk10,11/04/2010 14:18:57.870002200000002,GPS,,-50.75185394,73.52749634,,,,,,,,,
"78525",78525,Mk10,11/04/2010 14:42:24.480002299999999,GPS,,-50.76493073,73.54393005,,,,,,,,,
"78525",78525,Mk10,11/04/2010 15:53:59.310002300000001,GPS,,-50.80241013,73.59593964,,,,,,,,,
"78525",78525,Mk10,11/04/2010 16:19:37.380002300000001,GPS,,-50.81572342,73.61312866,,,,,,,,,
"78525",78525,Mk10,11/04/2010 16:44:14.900002199999999,GPS,,-50.82762527,73.63362122,,,,,,,,,
"78525",78525,Mk10,11/04/2010 17:10:05.9200021999999999,GPS,,-50.84056091,73.65560913,,,,,,,,,
"78525",78525,Mk10,11/04/2010 17:37:21.460002299999999,GPS,,-50.85451508,73.67277527,,,,,,,,,
"78525",78525,Mk10,11/04/2010 18:00:58.910002200000001,GPS,,-50.86510849,73.69387817,,,,,,,,,
"78525",78525,Mk10,11/04/2010 18:27:02.4300022999999999,GPS,,-50.87596130,73.71626282,,,,,,,,,
"78525",78525,Mk10,11/04/2010 18:51:20.900002199999999,GPS,,-50.89146042,73.72915649,,,,,,,,,
"78525",78525,Mk10,11/04/2010 19:15:41.510002299999996,GPS,,-50.90110016,73.75365448,,,,,,,,,
"78525",78525,Mk10,11/04/2010 19:40:53.460002299999999,GPS,,-50.91154480,73.77492523,,,,,,,,,
"78525",78525,Mk10,11/04/2010 20:06:07.4400022999999997,GPS,,-50.92840195,73.78044891,,,,,,,,,
"78525",78525,Mk10,11/04/2010 20:31:37.5300023,GPS,,-50.94358063,73.79961395,,,,,,,,,
